imdb_id,inf_dist_summary
tt0334405,0.08925024483224375
tt1583772,0.09938024101374454
tt9351980,0.10115692715971436
tt2943992,0.10146395329414282
tt0081283,0.10445653316943837
tt4918992,0.10609147917548856
tt2215151,0.10841808877476744
tt5653444,0.10900816087444909
tt3240306,0.1090097299962951
tt2125480,0.10988652571107682
tt4661608,0.11074788011613879
tt0166943,0.11075683856999252
tt4109268,0.11099322607410955
tt2477218,0.11130815293418239
tt0324532,0.11161610414252698
tt7689484,0.11173310356988009
tt1758909,0.11227238479654544
tt2994646,0.11272308307920109
tt2034031,0.11312693858696721
tt11066130,0.1136413403587353
tt2572030,0.11403238762997103
tt3013258,0.11542790041821382
tt5001130,0.1156321215745092
tt7549618,0.11613097424454422
tt6859352,0.11646404606812966
tt0030241,0.11701573437573443
tt1648204,0.11731866007061953
tt0393162,0.1174601772281223
tt1754648,0.11804445504692995
tt1999159,0.11813996584790531
tt7969042,0.1183380453525742
tt3829920,0.11915786629413772
tt3829920,0.11915786629413772
tt7948406,0.11951463595254497
tt4388664,0.1200913790969389
tt1727491,0.12039569687936247
tt1492841,0.12053466077058816
tt1185833,0.12078473669502954
tt8743064,0.12086927422450233
tt2042449,0.12113761388713129
tt0094006,0.12159001986708318
tt0033467,0.12170170897138799
tt0252684,0.12185351896579988
tt0119107,0.12239160189984766
tt2366572,0.12249768531679206
tt5665452,0.1225141861294693
tt1905042,0.12279920096222008
tt3328716,0.1230793518570319
tt3566370,0.12310383714539297
tt4295258,0.12311650710708011
tt1059773,0.12314901215943186
tt5151716,0.12326103466574834
tt6652708,0.12326620690196644
tt0167360,0.12328061466047924
tt0036868,0.12335741027516833
tt6176928,0.12352949010173975
tt0101507,0.12355092330855011
tt3735398,0.12363893630025635
tt5773986,0.12367555893199567
tt1566648,0.12385896273455088
tt0365043,0.12390872417393917
tt6314842,0.1241407715655577
tt1848826,0.1244197050145337
tt7632000,0.12453770737289915
tt3378384,0.12458957387617309
tt0407612,0.12465122723228683
tt8925540,0.1252152621782331
tt3321234,0.12532429887537222
tt4135896,0.12545887605558026
tt0120793,0.12558198798659803
tt1619029,0.125699242865567
tt1857929,0.1257436502069027
tt2206248,0.12586544137809064
tt7527564,0.12597293173652202
tt2625598,0.1264654412412647
tt1359551,0.12659594574755428
tt1002754,0.1267589135973326
tt3340446,0.12676576000914053
tt3102360,0.1267930582947353
tt0049233,0.1269168534577314
tt1978011,0.12701210901102
tt0482527,0.12706275284448854
tt3219604,0.1270884588233997
tt3606752,0.1272507857903974
tt0403508,0.12745227623997202
tt8106160,0.12758617905615
tt0186508,0.12762672782133366
tt0100046,0.12777949623880358
tt3184648,0.12787324740637007
tt2878846,0.1279392639015703
tt3526286,0.1279912490226891
tt3812402,0.1280926728265026
tt3004720,0.12810073045023118
tt0379225,0.1281136478559355
tt4292554,0.12824614246286448
tt8132700,0.12834107830591035
tt2543508,0.1286989257527611
tt0075148,0.12871870900010307
tt2318503,0.1287397353536469
tt8106576,0.1288076043735591
tt6769578,0.12932887006667348
tt1639084,0.12941310961669328
tt2964360,0.12955608712250877
tt3741678,0.1296364139893913
tt0262682,0.12967260162579808
tt0251114,0.1297364250247104
tt3451230,0.12974803742333274
tt2064745,0.12975697032158817
tt0454921,0.1299229416301928
tt2466830,0.13000731238429664
tt5654600,0.13002930910760757
tt0109369,0.13010579337879624
tt0272360,0.13011438185291335
tt0098213,0.1301282572651281
tt5865326,0.13029478273598583
tt0130623,0.13031514871864602
tt7313348,0.13032633964230256
tt4335520,0.1304802433185921
tt0492496,0.1304842363068336
tt3485800,0.13066451933595102
tt1105729,0.13073999572655182
tt5646004,0.13083281067584418
tt2231251,0.13098948437152524
tt2084773,0.1311530141296009
tt2708254,0.13119769136041914
tt0758738,0.13124197864822562
tt0077303,0.1313369457110739
tt4897822,0.1313397769004283
tt6397426,0.13154079667715168
tt3846674,0.13173326724794354
tt0070509,0.13178761645929415
tt0120889,0.13199713845714567
tt3731580,0.13199972786157055
tt9283302,0.13209336334066246
tt0173840,0.13213998370972824
tt1083845,0.13216859571552908
tt1015999,0.1323928713952589
tt1393742,0.13254086724679737
tt2141739,0.1326216724759821
tt0042531,0.132770415649881
tt1312972,0.13282549633785268
tt2418988,0.13285476648196448
tt3229074,0.1329392454590178
tt3892434,0.13322142146951788
tt1845866,0.13324727386172797
tt2404463,0.133529015491189
tt0117631,0.13355838869067183
tt5271120,0.13356807916100388
tt4950110,0.1337620510556582
tt0163986,0.13392087276854392
tt1152840,0.1340389430194815
tt4789584,0.134129889088079
tt0284608,0.13419825522856976
tt8969332,0.13428345064376335
tt0316356,0.13428661124682495
tt0110763,0.13431641689023133
tt0816520,0.13449166623199493
tt1650453,0.13454372770227307
tt0283530,0.13461643639564946
tt6137978,0.1346452564408076
tt6435258,0.1346566721089416
tt4185572,0.13472008611027364
tt0343737,0.1347820714724055
tt3398066,0.13522147220859282
tt0985692,0.13523595417274248
tt1978567,0.13533709837410846
tt1837703,0.13544235030314877
tt0155388,0.1354625779911981
tt6536944,0.1355348684227864
tt2201760,0.13558071271920613
tt4955162,0.1355998911876486
tt1895587,0.13564167027139407
tt3532422,0.1358153330578339
tt7533152,0.13583240876201685
tt3292080,0.13594932258262915
tt0316465,0.13597503817316958
tt2131556,0.13597711232736476
tt5575342,0.13620380375538577
tt0171433,0.13621675627413832
tt1711456,0.13621801753816365
tt7321274,0.13627031089917452
tt0309372,0.13632226544606174
tt2641678,0.13647049820289692
tt8236398,0.1368339933170245
tt0056197,0.13691931343108432
tt0156841,0.13695660394560205
tt6097886,0.13697282570031
tt0137363,0.13699567584529992
tt2872518,0.13704157106709214
tt4490824,0.13704313612027397
tt0492499,0.1370544843795154
tt0096101,0.1372282930522849
tt6186164,0.13735085112394796
tt5893264,0.13740680917912806
tt6848736,0.13742877732644354
tt6418778,0.13749390255381377
tt0950779,0.13754375708977307
tt1715023,0.13766669908909857
tt4952388,0.1376721888805409
tt3564748,0.1376831753420703
tt3263520,0.13771132499769712
tt0117108,0.1377848815917404
tt1848902,0.13783695828560139
tt6386168,0.13786287485092064
tt1581845,0.13800480828698414
tt2431022,0.138103061673847
tt4677938,0.13810323386278622
tt0448011,0.13812639835184892
tt1667321,0.13821101907650624
tt0063803,0.13827260918698714
tt6484086,0.1382839568483305
tt4383288,0.13831049736682688
tt2434950,0.13837164326964735
tt0472602,0.13837742783007767
tt6710214,0.13843641915915372
tt0478166,0.13843768612867258
tt7689956,0.13852994253977124
tt3034594,0.13855606863246295
tt0491027,0.13868266564712572
tt0465436,0.1387010056996999
tt0179626,0.13870798753539615
tt1958053,0.13877683343860236
tt0185014,0.13885490057195427
tt5086438,0.13885822313572016
tt2294901,0.1389450218203565
tt3219678,0.13899310152776656
tt7153434,0.1390719624448956
tt3703148,0.1390814617355638
tt5371090,0.13910569761823888
tt0376541,0.13911501084226274
tt8975028,0.13928195741712512
tt1070858,0.13931699701292732
tt7207238,0.1393175453537746
tt7104578,0.13939744249781116
tt1341340,0.13940493476693416
tt0120148,0.1394231029102294
tt0354766,0.1395306288649223
tt7643622,0.13954974328863679
tt2803298,0.13956277886938928
tt4066836,0.1396279576544961
tt2240306,0.13964423053786534
tt6594148,0.13979828687950757
tt7125792,0.13982250364671978
tt2870808,0.13984404560849129
tt5770466,0.13985056708805677
tt4145304,0.13988917503008458
tt0499537,0.13999329224500423
tt2465140,0.14007616157685976
tt1232206,0.14008514253208326
tt3544112,0.14021868691574146
tt1922679,0.14022663327723328
tt3974202,0.14026518144436306
tt1403988,0.14031002489145716
tt1844763,0.14056544880647326
tt1124401,0.14058052053983494
tt0465538,0.140635883406094
tt1322393,0.14067364770218016
tt1987680,0.14071721302689344
tt6040662,0.1408669546125486
tt0095519,0.14091729306420653
tt1291570,0.14104062210030843
tt5170360,0.14106199912192285
tt2980210,0.1411981559512433
tt9204204,0.14122337974192134
tt0038762,0.14130927840057517
tt0478994,0.14137826671287224
tt1307926,0.1414015788898777
tt2490352,0.1414454017482487
tt0203230,0.14153476636044848
tt1604100,0.14154583144556776
tt1877740,0.14161046645921227
tt0384504,0.14167128143750185
tt0805559,0.14171715049743738
tt7422506,0.14182847962492473
tt1567233,0.14187575151003795
tt1481576,0.14189751705051812
tt0775539,0.1419024929385626
tt2400441,0.14195349435454097
tt0431197,0.14196396059752026
tt3563782,0.1419825310335464
tt0291082,0.14204692722746892
tt3469798,0.14205740285378765
tt1023342,0.14207141667815493
tt2259620,0.1421329669452166
tt0414993,0.14218402744670722
tt1545754,0.14223587105650282
tt3063462,0.14237302885789493
tt1753549,0.14237662875574897
tt3896100,0.14243948787670901
tt1678051,0.14244863149311715
tt0349205,0.14247597354723418
tt0468489,0.14253888184944608
tt0443456,0.1426569362093767
tt1630036,0.14266936793403606
tt1222818,0.14275037702247817
tt0085244,0.14280044349206822
tt0117603,0.14280933307071275
tt3475540,0.1428679334092009
tt3171832,0.1429028725065591
tt3288602,0.14291289925782902
tt2228450,0.1429571154959578
tt0088979,0.14303032755620804
tt0183503,0.1430349535021157
tt2974902,0.14304677458033166
tt0097336,0.1431222030809095
tt2320087,0.14318661522078147
tt0299930,0.14329966370415703
tt1468846,0.1433024981348947
tt2321269,0.14330422107828056
